bert-base-uncased	{'Length': {'devacc': 51.62, 'acc': 51.25, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 90.27, 'acc': 88.35, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 30.39, 'acc': 30.01, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 86.73, 'acc': 86.65, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 81.88, 'acc': 81.94, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 87.78, 'acc': 87.96, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 95.34, 'acc': 95.7, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 85.78, 'acc': 86.66, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 46.05, 'acc': 45.84, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-80	{'Length': {'devacc': 57.06, 'acc': 57.83, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 89.68, 'acc': 88.55, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.16, 'acc': 28.38, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 84.15, 'acc': 83.79, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 78.58, 'acc': 78.78, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 87.93, 'acc': 88.27, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 94.34, 'acc': 94.36, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 83.26, 'acc': 84.29, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 44.69, 'acc': 43.85, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-160	{'Length': {'devacc': 54.75, 'acc': 58.3, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 89.66, 'acc': 88.33, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 29.3, 'acc': 28.23, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 84.51, 'acc': 84.5, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 78.43, 'acc': 78.96, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 86.56, 'acc': 86.63, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 94.3, 'acc': 94.26, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 82.8, 'acc': 83.42, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 44.32, 'acc': 45.84, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-240	{'Length': {'devacc': 55.56, 'acc': 56.15, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 89.45, 'acc': 87.4, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.42, 'acc': 26.95, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 81.92, 'acc': 82.2, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 76.71, 'acc': 77.2, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 85.79, 'acc': 86.01, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 93.15, 'acc': 93.56, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 81.54, 'acc': 80.72, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 42.78, 'acc': 43.3, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-320	{'Length': {'devacc': 67.25, 'acc': 63.32, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 88.58, 'acc': 86.47, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 29.21, 'acc': 28.19, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 82.16, 'acc': 82.12, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 75.97, 'acc': 76.19, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 85.54, 'acc': 85.76, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 92.74, 'acc': 92.85, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 82.68, 'acc': 81.27, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 44.5, 'acc': 42.85, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-400	{'Length': {'devacc': 65.05, 'acc': 63.68, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 87.95, 'acc': 86.0, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.95, 'acc': 28.38, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 80.44, 'acc': 81.06, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 75.15, 'acc': 75.89, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 85.39, 'acc': 85.27, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 92.74, 'acc': 92.98, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 79.82, 'acc': 79.63, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 42.6, 'acc': 42.58, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-480	{'Length': {'devacc': 59.49, 'acc': 56.63, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 87.94, 'acc': 86.25, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 29.16, 'acc': 28.53, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 80.58, 'acc': 81.14, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 73.48, 'acc': 73.98, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 85.73, 'acc': 85.9, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 92.43, 'acc': 92.54, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 78.21, 'acc': 78.03, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 40.24, 'acc': 41.49, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-560	{'Length': {'devacc': 48.03, 'acc': 47.07, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 87.48, 'acc': 85.36, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 27.27, 'acc': 27.42, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 78.0, 'acc': 78.83, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 73.63, 'acc': 73.65, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 83.54, 'acc': 84.29, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 91.87, 'acc': 92.22, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 79.24, 'acc': 77.54, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 41.6, 'acc': 39.55, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-640	{'Length': {'devacc': 53.59, 'acc': 51.97, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 86.8, 'acc': 84.94, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.74, 'acc': 28.31, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 79.12, 'acc': 79.73, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 73.07, 'acc': 73.55, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 85.78, 'acc': 85.79, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 91.64, 'acc': 91.65, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 79.59, 'acc': 79.9, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 39.69, 'acc': 41.09, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-720	{'Length': {'devacc': 57.52, 'acc': 56.99, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 87.99, 'acc': 85.98, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 29.41, 'acc': 29.21, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 80.34, 'acc': 80.21, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 73.95, 'acc': 74.46, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 86.33, 'acc': 86.97, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 92.41, 'acc': 92.72, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 78.1, 'acc': 78.36, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 41.78, 'acc': 40.95, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-800	{'Length': {'devacc': 61.46, 'acc': 60.81, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 87.01, 'acc': 84.68, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 29.05, 'acc': 29.93, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 80.49, 'acc': 79.81, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 73.55, 'acc': 73.74, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 86.25, 'acc': 86.71, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 92.29, 'acc': 92.59, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 79.47, 'acc': 78.69, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 42.23, 'acc': 40.18, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-880	{'Length': {'devacc': 56.83, 'acc': 55.68, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 86.62, 'acc': 84.86, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.58, 'acc': 28.61, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 79.03, 'acc': 79.6, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 72.62, 'acc': 73.49, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 85.49, 'acc': 85.97, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 91.29, 'acc': 91.75, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 79.01, 'acc': 76.5, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 41.78, 'acc': 39.37, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-960	{'Length': {'devacc': 55.44, 'acc': 54.48, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 86.72, 'acc': 84.42, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.17, 'acc': 27.52, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 78.4, 'acc': 79.71, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 72.37, 'acc': 72.77, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 84.84, 'acc': 85.24, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 91.84, 'acc': 91.83, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 76.95, 'acc': 77.32, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 41.33, 'acc': 40.27, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-1040	{'Length': {'devacc': 58.8, 'acc': 59.14, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 86.35, 'acc': 84.35, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.84, 'acc': 28.8, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 78.91, 'acc': 79.02, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 72.62, 'acc': 72.95, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 85.27, 'acc': 85.83, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 91.42, 'acc': 91.74, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 76.38, 'acc': 76.61, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 41.14, 'acc': 39.32, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-1120	{'Length': {'devacc': 57.18, 'acc': 56.51, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 85.36, 'acc': 83.21, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.85, 'acc': 28.34, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 77.67, 'acc': 78.2, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 72.4, 'acc': 72.41, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 85.41, 'acc': 85.68, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 91.67, 'acc': 92.0, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 76.72, 'acc': 76.5, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 38.87, 'acc': 38.1, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-1200	{'Length': {'devacc': 52.2, 'acc': 50.3, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 85.15, 'acc': 83.19, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 30.12, 'acc': 29.87, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 76.96, 'acc': 78.25, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 72.34, 'acc': 72.44, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 83.21, 'acc': 83.59, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 91.12, 'acc': 91.6, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 77.06, 'acc': 78.14, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 38.69, 'acc': 39.73, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-1280	{'Length': {'devacc': 58.56, 'acc': 59.02, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 83.49, 'acc': 80.85, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.98, 'acc': 28.6, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 78.16, 'acc': 78.7, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 72.01, 'acc': 72.18, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 83.9, 'acc': 84.49, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 91.7, 'acc': 91.85, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 76.95, 'acc': 75.95, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 39.87, 'acc': 38.28, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-1360	{'Length': {'devacc': 59.26, 'acc': 57.83, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 85.3, 'acc': 83.32, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 29.37, 'acc': 28.91, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 77.51, 'acc': 77.83, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 72.4, 'acc': 72.69, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 85.37, 'acc': 85.66, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 91.47, 'acc': 91.54, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 77.98, 'acc': 77.32, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 39.51, 'acc': 40.0, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-1440	{'Length': {'devacc': 54.05, 'acc': 53.29, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 83.18, 'acc': 80.77, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.68, 'acc': 27.75, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 77.3, 'acc': 77.8, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 72.03, 'acc': 72.25, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 84.97, 'acc': 85.28, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 90.99, 'acc': 91.45, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 77.41, 'acc': 77.48, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 40.78, 'acc': 40.05, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-1520	{'Length': {'devacc': 54.98, 'acc': 52.21, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 84.39, 'acc': 82.13, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.35, 'acc': 28.48, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 77.34, 'acc': 78.73, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 71.88, 'acc': 71.95, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 84.91, 'acc': 85.53, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 90.98, 'acc': 91.51, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 76.95, 'acc': 76.94, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 39.06, 'acc': 38.91, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-1600	{'Length': {'devacc': 58.8, 'acc': 60.93, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 84.39, 'acc': 82.65, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 27.98, 'acc': 28.18, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 77.88, 'acc': 78.33, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 71.9, 'acc': 73.15, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 84.99, 'acc': 85.23, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 90.81, 'acc': 91.14, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 76.26, 'acc': 76.55, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 40.51, 'acc': 39.1, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-1680	{'Length': {'devacc': 58.68, 'acc': 55.32, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 83.39, 'acc': 82.16, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.33, 'acc': 28.41, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 77.15, 'acc': 78.01, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 71.3, 'acc': 71.6, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 84.54, 'acc': 85.24, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 90.19, 'acc': 90.63, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 78.1, 'acc': 77.65, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 41.24, 'acc': 39.19, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-1760	{'Length': {'devacc': 55.67, 'acc': 53.05, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 82.96, 'acc': 81.18, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.36, 'acc': 28.24, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 76.93, 'acc': 77.22, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 70.61, 'acc': 71.0, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 83.88, 'acc': 84.56, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 90.22, 'acc': 90.71, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 76.15, 'acc': 75.23, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 39.24, 'acc': 38.14, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-1840	{'Length': {'devacc': 50.93, 'acc': 49.82, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 82.2, 'acc': 79.5, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.59, 'acc': 28.08, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 76.77, 'acc': 77.8, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 70.98, 'acc': 71.38, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 84.39, 'acc': 84.9, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 90.39, 'acc': 90.46, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 75.46, 'acc': 74.63, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 39.24, 'acc': 39.14, 'ndev': 1101, 'ntest': 2210}}
