bert-base-uncased	{'Length': {'devacc': 51.62, 'acc': 51.25, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 90.27, 'acc': 88.35, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 30.39, 'acc': 30.01, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 86.73, 'acc': 86.65, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 81.88, 'acc': 81.94, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 87.78, 'acc': 87.96, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 95.34, 'acc': 95.7, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 85.78, 'acc': 86.66, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 46.05, 'acc': 45.84, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-1920	{'Length': {'devacc': 57.06, 'acc': 54.72, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 83.2, 'acc': 81.07, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.17, 'acc': 28.21, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 75.58, 'acc': 76.56, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 69.95, 'acc': 70.31, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 84.19, 'acc': 84.6, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 90.28, 'acc': 90.43, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 75.11, 'acc': 73.7, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 37.24, 'acc': 34.66, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-2000	{'Length': {'devacc': 51.97, 'acc': 49.58, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 82.92, 'acc': 81.3, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 29.12, 'acc': 28.19, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 75.69, 'acc': 77.09, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 70.66, 'acc': 70.72, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 85.07, 'acc': 85.31, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 90.09, 'acc': 90.71, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 74.43, 'acc': 74.46, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 37.97, 'acc': 38.73, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-2080	{'Length': {'devacc': 56.48, 'acc': 57.35, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 83.7, 'acc': 81.39, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 29.1, 'acc': 28.48, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 76.19, 'acc': 77.78, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 71.05, 'acc': 71.33, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 84.56, 'acc': 85.03, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 90.82, 'acc': 91.38, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 75.0, 'acc': 75.23, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 40.24, 'acc': 39.19, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-2160	{'Length': {'devacc': 62.04, 'acc': 62.6, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 84.15, 'acc': 82.28, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.69, 'acc': 28.33, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 75.64, 'acc': 76.19, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 71.21, 'acc': 71.03, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 85.08, 'acc': 85.41, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 91.11, 'acc': 91.34, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 75.57, 'acc': 74.14, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 37.78, 'acc': 39.46, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-2240	{'Length': {'devacc': 56.83, 'acc': 57.11, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 84.1, 'acc': 82.29, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.9, 'acc': 28.81, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 76.61, 'acc': 77.75, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 71.08, 'acc': 71.3, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 84.47, 'acc': 85.3, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 90.72, 'acc': 90.94, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 76.61, 'acc': 74.63, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 38.87, 'acc': 39.14, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-2320	{'Length': {'devacc': 51.27, 'acc': 47.91, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 82.33, 'acc': 79.58, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.2, 'acc': 28.08, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 74.57, 'acc': 76.19, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 69.6, 'acc': 69.54, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 83.82, 'acc': 84.93, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 89.53, 'acc': 89.86, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 75.34, 'acc': 73.81, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 36.15, 'acc': 37.92, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-2400	{'Length': {'devacc': 61.92, 'acc': 57.59, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 84.37, 'acc': 82.53, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.02, 'acc': 28.01, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 75.18, 'acc': 76.21, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 71.01, 'acc': 71.29, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 85.05, 'acc': 85.26, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 90.57, 'acc': 90.84, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 75.11, 'acc': 75.29, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 38.51, 'acc': 37.92, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-2480	{'Length': {'devacc': 53.47, 'acc': 52.57, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 82.29, 'acc': 80.11, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.92, 'acc': 28.55, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 75.1, 'acc': 75.82, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 69.65, 'acc': 69.84, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 83.65, 'acc': 84.23, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 90.21, 'acc': 90.76, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 76.26, 'acc': 73.31, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 37.87, 'acc': 37.92, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-2560	{'Length': {'devacc': 55.44, 'acc': 54.6, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 83.15, 'acc': 81.25, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.37, 'acc': 28.36, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 74.73, 'acc': 76.14, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 70.96, 'acc': 70.96, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 84.84, 'acc': 85.19, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 90.8, 'acc': 91.1, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 76.83, 'acc': 74.85, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 38.15, 'acc': 38.1, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-2640	{'Length': {'devacc': 58.33, 'acc': 57.11, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 82.7, 'acc': 80.22, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.36, 'acc': 27.71, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 75.02, 'acc': 76.4, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 70.88, 'acc': 70.82, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 84.72, 'acc': 85.49, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 90.59, 'acc': 91.05, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 75.46, 'acc': 75.51, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 39.78, 'acc': 38.78, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-2720	{'Length': {'devacc': 57.99, 'acc': 55.79, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 82.94, 'acc': 80.48, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.3, 'acc': 26.99, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 72.72, 'acc': 74.62, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 70.25, 'acc': 70.2, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 84.15, 'acc': 84.89, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 90.12, 'acc': 90.53, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 75.23, 'acc': 74.74, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 38.69, 'acc': 37.87, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-2800	{'Length': {'devacc': 53.12, 'acc': 50.06, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 81.91, 'acc': 79.72, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.8, 'acc': 28.16, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 74.15, 'acc': 75.73, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 70.96, 'acc': 71.04, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 84.82, 'acc': 85.59, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 89.78, 'acc': 90.31, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 77.06, 'acc': 74.14, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 39.96, 'acc': 40.59, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-2880	{'Length': {'devacc': 52.08, 'acc': 49.46, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 83.59, 'acc': 81.8, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.32, 'acc': 27.81, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 74.15, 'acc': 75.82, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 70.51, 'acc': 70.95, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 84.43, 'acc': 84.67, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 90.05, 'acc': 90.39, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 77.75, 'acc': 74.24, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 38.78, 'acc': 39.05, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-2960	{'Length': {'devacc': 66.44, 'acc': 63.8, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 82.48, 'acc': 80.4, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 27.48, 'acc': 27.83, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 74.21, 'acc': 74.68, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 70.42, 'acc': 70.86, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 84.97, 'acc': 85.69, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 89.96, 'acc': 90.48, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 74.89, 'acc': 76.44, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 37.97, 'acc': 38.33, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-3040	{'Length': {'devacc': 70.72, 'acc': 66.67, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 82.56, 'acc': 81.23, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.05, 'acc': 27.53, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 74.32, 'acc': 75.2, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 70.07, 'acc': 70.36, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 84.88, 'acc': 85.38, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 90.06, 'acc': 90.42, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 76.72, 'acc': 75.12, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 37.24, 'acc': 39.05, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-3120	{'Length': {'devacc': 77.89, 'acc': 77.66, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 83.27, 'acc': 81.16, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 27.98, 'acc': 27.74, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 74.37, 'acc': 74.89, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 70.43, 'acc': 70.7, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 84.83, 'acc': 85.55, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 90.37, 'acc': 91.0, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 76.26, 'acc': 75.29, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 37.6, 'acc': 39.59, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-3200	{'Length': {'devacc': 53.59, 'acc': 49.1, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 81.62, 'acc': 79.25, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.39, 'acc': 28.93, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 74.33, 'acc': 76.0, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 70.57, 'acc': 70.64, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 84.28, 'acc': 85.01, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 90.07, 'acc': 90.66, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 77.52, 'acc': 75.07, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 39.33, 'acc': 38.6, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-3280	{'Length': {'devacc': 57.18, 'acc': 54.48, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 81.0, 'acc': 78.31, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 27.25, 'acc': 27.13, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 73.63, 'acc': 74.46, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 69.44, 'acc': 70.0, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 84.52, 'acc': 85.12, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 90.17, 'acc': 90.7, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 75.69, 'acc': 73.92, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 36.97, 'acc': 36.92, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-3360	{'Length': {'devacc': 51.39, 'acc': 51.25, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 81.77, 'acc': 78.94, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.61, 'acc': 28.04, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 75.18, 'acc': 76.37, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 70.84, 'acc': 70.96, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 82.31, 'acc': 82.63, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 90.1, 'acc': 90.84, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 76.49, 'acc': 74.46, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 39.42, 'acc': 37.92, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-3440	{'Length': {'devacc': 56.48, 'acc': 54.24, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 82.57, 'acc': 79.75, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.84, 'acc': 28.69, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 75.03, 'acc': 76.4, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 70.91, 'acc': 70.88, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 83.09, 'acc': 83.82, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 89.84, 'acc': 90.35, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 77.06, 'acc': 74.85, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 37.15, 'acc': 39.14, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-3520	{'Length': {'devacc': 57.99, 'acc': 60.45, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 81.58, 'acc': 79.31, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 27.77, 'acc': 27.89, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 73.88, 'acc': 74.89, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 69.9, 'acc': 70.0, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 84.61, 'acc': 85.18, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 90.35, 'acc': 90.66, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 75.0, 'acc': 75.18, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 35.15, 'acc': 37.42, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-3600	{'Length': {'devacc': 55.09, 'acc': 54.6, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 80.28, 'acc': 78.2, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.52, 'acc': 27.28, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 74.61, 'acc': 75.76, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 70.28, 'acc': 70.67, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 82.47, 'acc': 82.81, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 90.25, 'acc': 90.67, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 75.23, 'acc': 74.35, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 37.87, 'acc': 37.74, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-3680	{'Length': {'devacc': 68.98, 'acc': 67.38, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 79.55, 'acc': 76.32, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.1, 'acc': 27.19, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 72.93, 'acc': 73.27, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 69.45, 'acc': 69.73, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 83.46, 'acc': 84.1, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 89.68, 'acc': 90.05, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 73.97, 'acc': 73.86, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 37.97, 'acc': 38.01, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-3760	{'Length': {'devacc': 59.84, 'acc': 57.23, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 79.22, 'acc': 76.1, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.04, 'acc': 27.56, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 73.62, 'acc': 74.54, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 70.32, 'acc': 70.76, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 81.78, 'acc': 82.15, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 89.95, 'acc': 90.51, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 76.61, 'acc': 75.07, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 39.15, 'acc': 37.38, 'ndev': 1101, 'ntest': 2210}}
